"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario ingreso a la pagina de mercado libre busco un producto,","Busqueda de producto lo agrega al carrito y crea cuenta en el sistema","SUCCESS","2023-05-07T21:13:46.2686704-05:00[America/Bogota]","0.0","0.0"
