"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario ingreso a la pagina de mercado libre busco un producto,","Busqueda de producto lo agrega al carrito y crea cuenta en el sistema","PENDING","2023-05-06T17:29:22.4022564-05:00[America/Bogota]","0.0","21.22"
