"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario ingreso a la pagina de mercado libre busco un producto,","Busqueda de producto lo agrega al carrito y crea cuenta en el sistema","ERROR","2023-05-08T00:50:52.6700668-05:00[America/Bogota]","0.0","31.26"
