"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario ingreso a la pagina de mercado libre busco un producto,","Busqueda de producto lo agrega al carrito y crea cuenta en el sistema","ERROR","2023-05-07T21:13:26.2442343-05:00[America/Bogota]","0.0","1.11"
